,id,name,description,employer.name
0,54987972,Руководитель направления по повышению нефтеотдачи пластов,"<strong>Обязанности:</strong> <ul> <li> <p>Управление направлением по повышению нефтеотдачи пластов;</p> </li> <li> <p>Формирование задач и КПЭ проекта;</p> </li> <li> <p>Организация и планирование взаимодействия подразделений для реализации технологического проекта;</p> </li> <li> <p>Контроль реализации технологического проекта на всех стадиях жизненного цикла;</p> </li> <li> <p>Разработки и управление направлением по повышению нефтеотдачи пластов;</p> </li> <li> <p>Контроль результатов (КПЭ) и бюджета направления;</p> </li> <li> <p>Организация коммуникаций с технологическими партнерами, подрядными организациями и регуляторами при реализации работ в рамках программы технологических проектов;</p> </li> <li> <p>Взаимодействие с GR в рамках реализации программы;</p> </li> <li> <p>Формирование регулярной отчетности о статусе реализации технологической программы;</p> </li> <li> <p>Формирование программы для вынесение на ОПИР.</p> </li> </ul> <strong>Требования:</strong> <ul> <li> <p>Высшее техническое образование;</p> </li> <li> <p>Опыт работы в области управления технологическими проектами не менее 3 лет;</p> </li> <li> <p>Знания в области реализации технологических программ/проектов;</p> </li> <li> <p>Знание основных традиционных технологий добычи, переработки, транспортировки нефти и газа, в том числе нефтесервисного оборудования и материалов;</p> </li> <li> <p>Знание нормативно методических документов в области нефтедобычи.</p> </li> </ul> <strong>Условия:</strong> <ul> <li>Работа в стабильной, динамично развивающейся компании;</li> <li>Перспектива профессионального роста, возможность обучения;</li> <li>ДМС, страхование жизни;</li> <li>Постоянный трудовой договор;</li> <li>Уровень заработной платы обсуждается по итогам собеседования.</li> </ul>",Газпром нефть
0,47969895,"Оператор-кассир АЗС (г. Красноярск, р-н Солнечный)","<p><strong>Сеть автозаправочных станций – одно из ключевых направлений работы «Газпромнефть». Сегодня наша компания является лидером российского рынка. </strong></p> <p><strong>Мы приглашаем присоединиться к команде Оператора-кассира автозаправочной станции. </strong></p> <p><strong>Наши Операторы ежедневно помогают автомобилистам: консультируют по предоставляемым услугам, угощают их ароматной выпечкой и свежим кофе, заряжают хорошим настроением в дорогу. Если ты ответственный, готов много работать и зарабатывать, любишь общаться и помогать людям, присоединяйся к нам! </strong></p> <p><strong>Мы предлагаем:</strong></p> <ul> <li>официальное трудоустройство;</li> <li>стабильную зарплату 2 раза в месяц и возможность влиять на свой уровень дохода;</li> <li>ежемесячные и годовые премии по результатам работы;</li> <li>скидки сотрудникам для вкусного обеда на кофе, выпечку, хот-доги и другое;</li> <li>возможность работать рядом с домом;</li> <li>сменный график работы (дневные и ночные смены);</li> <li>расширенный соцпакет (ДМС со стоматологией и страхование от несчастных случаев);</li> <li>ежегодный медосмотр за счет компании;</li> <li>карьерный рост (мы всегда поддерживаем сотрудников, желающих развиваться);</li> </ul> <p><strong>А также:</strong></p> <ul> <li>поддержка в сложных жизненных ситуациях: материальная помощь многодетным семьям, одиноким матерям и отцам, помощь семьям с детьми-инвалидами;</li> <li>компенсация путевок в детские оздоровительные лагеря;</li> <li>поздравления и подарки детям сотрудников на Новый год;</li> <li>дополнительное премирование за победы в мотивационных конкурсах;</li> <li>бесплатное дистанционное обучение профессии за счет компании.</li> </ul> <p><strong>Что вам нужно будет делать:</strong></p> <ul> <li>работать с клиентами;</li> <li>готовить продукцию кафе (выпечка, хот-доги) – только на крупных АЗС;</li> <li>выкладывать товар на полки и следить за сроками годности продукции;</li> <li>вести учет нефтепродуктов и товаров на АЗС;</li> <li>поддерживать чистоту на АЗС.</li> </ul> <p><strong>От вас мы ждем:</strong></p> <ul> <li>образование от среднего и выше;</li> <li>опыт работы за кассой будет являться преимуществом;</li> <li>знание ПК, Word, Excel;</li> <li>готовность к работе на ногах;</li> <li>готовность к работе в режиме многозадачности.</li> </ul> <p> </p>",Газпром нефть
0,52009260,Разработчик 1С [id3373],"<strong>Обязанности:</strong> <ul> <li>Разработка решений на платформе 1С (самописная конфигурация КИБ)</li> <li>Выполнение анализа и экспертной оценки документации по решениям на базе 1С</li> <li>Контроль создания объектов авторизации 1C и выполнение их технического анализа</li> <li>Выполнение технического анализа и согласование разработок и настроек в 1C</li> <li>Выполнение мониторинга и контроля устранения уязвимостей по защите информации в ИС 1С</li> <li>Оказание информационной поддержки пользователей по вопросам обеспечения защиты информации в ИС 1С</li> </ul> <strong>Требования:</strong> <ul> <li>Знание любой из типовых конфигураций 1С: ЗУП, УПП, УТ, БП, Документооборот (работа на самописной конфигурации КИБ)</li> <li>Опыт в проектировании конфигураций</li> <li>Опыт в разработке интеграции с использованием обмена через файл, COM, Web-сервис и т.д.</li> <li>Общие теоретические знания в области информационной безопасности</li> <li>Общее понимание процессов управления изменениями и ведения проектов, выполнения сервисных и регламентных работ в информационных системах 1С</li> <li>Общее понимание функциональных видов систем 1С, интеграции модулей и компонентов систем</li> <li>Стремление к развитию, инициативность</li> <li>Высокая исполнительность, ориентированность на результат, дисциплинированность</li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li>Работу в стабильной, динамично развивающейся компании</li> <li>Перспективу профессионального роста, возможность обучения</li> <li>Расширенный социальный пакет (ДМС, страхование жизни, единовременные выплаты к отпуску)</li> <li>Уровень заработной платы обсуждаем по итогам собеседования</li> </ul>",Газпром нефть
0,53328080,Разработчик 1С:ERP [id4257],"<p><strong>Обязанности:</strong></p> <ul> <li>Выполнение разработки по ТЗ</li> <li>Поиск и исправление выявленных ошибок</li> <li>Выполнение работ по анализу конфигурации 1С:ERP по задачам аналитика</li> <li>Решение вопросов проблем производительности</li> <li>Выполнение задач по рефакторингу кода, в том числе чужого</li> </ul> <strong>Требования:</strong> <ul> <li>Знание платформы 1С:Предприятия на уровне 1С:Специалист и выше</li> <li>Знание БСП (основных методов и подходов в типовых конфигурациях)</li> <li>Опыт промышленной разработки на базе типовых решений 1С, в первую очередь 1С:УТ, 1С:ERP</li> <li>Опыт разработки интеграций с различными системами (не только 1С &lt;-&gt; 1С)</li> <li>Опыт командной разработки</li> </ul> <p><strong>Будет преимуществом:</strong></p> <ul> <li>Опыт промышленной разработки с использованием 1С:EDT и Git</li> <li> <p>Опыт работы с MS Azure DevOps</p> </li> <li> <p>Знание основ бухгалтерского учета</p> </li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li>Работу в стабильной, динамично развивающейся компании</li> <li>Перспективу профессионального роста, возможность обучения</li> <li>Расширенный социальный пакет (ДМС, страхование жизни, единовременные выплаты к отпуску)</li> <li>Уровень заработной платы обсуждаем по итогам собеседования</li> </ul> <p> </p>",Газпром нефть
0,48992961,Инженер по сервисному обслуживанию холодильного и компрессорного оборудования,"<strong>Обязанности:</strong> <ul> <li>Комплексное сервисное обслуживание и ремонт холодильного оборудования (чиллеры, промышленные кондиционеры, компрессорно-конденсаторные блоки);</li> <li>Комплексное сервисное обслуживание и ремонт компрессорного оборудования (воздушные турбокомпрессоры, винтовые и поршневые компрессоры, осушители);</li> <li>Диагностика и устранение неисправностей оборудования;</li> <li>Дефектовка оборудования, подбор запасных частей, материалов и инструмента, участие в планировании работ;</li> <li>Работа с документацией к оборудованию, составление отчетной документации.</li> </ul> <strong>Требования:</strong> <ul> <li>Образование: Высшее, техническое;</li> <li>Опыт сервисного обслуживания холодильного и (или) компрессорного оборудования от 3-х лет;</li> <li>Уверенные знания устройства, принципа работы, диагностики и технологии сервисного обслуживания холодильного и компрессорного оборудования (электрическая, механическая части, КИПиА);</li> <li>Опыт технического обслуживания, диагностики и устранения неисправностей оборудования.</li> </ul> <strong>Условия:</strong> <ul> <li>Официальное оформление по ТК РФ в ДО ПАО &quot;Газпромнефть&quot;;</li> <li>Белая заработная плата (оклад, премиальная часть);</li> <li>График работы 5/2.</li> </ul>",Газпром нефть
0,54278247,Аналитик 1С [id5352FW],"<p><strong>Обязанности:</strong></p> <ul> <li>Анализировать функциональные требования по внедрению и развитию функционала на базе систем 1С:Управление автотранспортом</li> <li>Составлять проектную и техническую документацию для разработчиков</li> <li>Настраивать и тестировать функционал системы 1С</li> <li>Обучать пользователей в рамках ИТ проектов</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Навыки поддержки и настройки систем на базе 1С, конфигураций 1С</li> <li>Навыки составления проектной документации, описания бизнес-процессов, управления требованиями</li> <li>Высшее образование в сфере ИТ и/или в сфере экономики и финансов</li> <li>Умение работать с современным программным обеспечением на уровне квалифицированного пользователя ПК и оргтехникой</li> <li>Знание ПК на уровне опытного пользователя</li> <li>Грамотная устная и письменная речь, навыки проведения презентации</li> <li>Хорошие организаторские и коммуникативные навыки, внимание к деталям</li> <li>Знание основ процессов автотранспортного подразделения (желательно)</li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li>Достойную твоего профессионального уровня заработную плату (уровень вознаграждения обсуждается индивидуально по результатам интервью)</li> <li>Годовую премию по результатам деятельности, дополнительную материальную мотивацию (премии от руководителя)</li> <li>Качественную программу ДМС со стоматологией с первого месяца работы; услуги телемедицины, страхование жизни и здоровья, в том числе за границей, а еще – уникальную программу «Диагностика и лечение COVID-19» и льготные условия страхования для близких</li> <li>Неограниченный доступ к образовательному контенту на портале знаний от корпоративного университета</li> <li>Подписку на лучшие электронные библиотеки с подборками IT-литературы (и не только)</li> <li>Собственный центр профессионального развития, в котором проводятся комплексные программы обучения hard skills</li> <li>Внутренние демодни, коуч-дни, питчи – то, что поможет продвигать и совершенствовать проекты и собственные идеи</li> <li>Регулярные карьерные марафоны, индивидуальные карьерные консультации и планы развития</li> <li>Разумную свободу при выполнении рабочих обязанностей: ты самостоятельно распоряжаешься своим рабочим временем – мы поддерживаем культуру доверия в командах</li> <li>Корпоративные скидки для изучения английского языка в малых группах онлайн и офлайн</li> <li>Общение вне рабочих рамок – независимо от того, в каком городе ты работаешь! От участия в корпоративных спортивных сообществах до онлайн-экскурсий и неформальных встреч в формате Random coffee</li> <li>Гибкий график с плавающим началом и окончанием рабочего дня и возможность работать в гибридном формате (совмещать удаленную работу и встречи в офисе)</li> <li>Современный «умный офис» с коворкинг-пространством, в котором есть всё для продуктивной работы и приятного отдыха в перерывах</li> </ul> <p><strong>В компании «Газпром нефть» сегодня ты можешь:</strong></p> <ul> <li>Получить уникальный профессиональный опыт</li> <li>«Выращивать» смелые проекты с нуля и наблюдать за их ростом в компании и влиянием на целую отрасль</li> <li>Быть вместе с теми, кого вдохновляют сверхсложные задачи</li> <li>Сочетать несколько ролей, быть частью нескольких команд или участвовать в кросс-функциональных командах</li> <li>Использовать возможности компании-лидера для своей самореализации и убедиться, что любой профессиональный опыт важен</li> </ul>",Газпром нефть
0,55246811,Специалист по АСУП [id4606FW],"<p><em><strong>Мы – команда «Газпромнефть – Цифровые решения», часть ИТ-функции «Газпром нефти». Команда, которая научила нейросети находить нефть, запустила первую в мире цифровую систему управления арктической логистикой и первой в мире заправила самолет по блокчейн. Мы переводим в «цифру» каждый этап работы современного нефтяника: от геологической разведки и бурения скважин до процесса переработки нефти и момента, когда она в виде топлива попадает в баки автомобиля, самолета или, например, становится битумом для строительства дорог. Активы «Газпром нефти» – это сотни петабайт данных, которые генерируют объекты компании в России и за рубежом. Нас вдохновляет идея развития цифрового будущего нефтегазовой отрасли и промышленности в целом.</strong></em></p> <p><em><strong>Мы стремимся к большему, и нам нужен сильный Специалист по АСУП</strong></em></p> <p><strong>Обязанности:</strong></p> <ul> <li>Оказание поддержки пользователям MES системы на нефтебазах по РФ в качестве второй линии</li> <li>Участие в разработке, тестировании, и установке на продуктив релизов MES системы</li> <li>Сбор, анализ и документирование отклонений в работе ПО Tibbo Aggregate</li> <li>Поддержка интеграций со смежными системами 1С, АСУТП</li> <li>Написание инструкций, проведение обучения пользователям системы</li> <li>Управление доступом к системе, контроль за соблюдением ИБ</li> </ul> <strong>Требования:</strong> <ul> <li>Понимание Архитектуры производственных информационных систем</li> <li>Знание ОС Windows на уровне Администратора</li> <li>Базовые знания протоколов сетевого взаимодействия TCP/IP</li> <li>Уверенно владение офисными программами (MS Office,1С)</li> <li>Опыт работы с MSSQL (развертывание, написание простых запросов)</li> <li>Базовые знания современных языков ООП и протоколов интеграций систем (HTTP, ODBC)</li> <li>Опыт разработки/написания документации</li> <li>Понимание принципов сервисного подхода (ITIL/ITSM)</li> <li>Будет преимуществом:<br />- Опыт работы в нефтегазовой сфере;<br />- Знание ПО Tibbo Aggregate.</li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li>Достойную твоего профессионального уровня заработную плату (уровень вознаграждения обсуждается индивидуально по результатам интервью)</li> <li>Годовую премию по результатам деятельности, дополнительную материальную мотивацию (премии от руководителя)</li> <li>Качественную программу ДМС со стоматологией с первого месяца работы</li> <li>Неограниченный доступ к образовательному контенту на портале знаний от корпоративного университета</li> <li>Подписка на лучшие электронные библиотеки с подборками IT-литературы (и не только)</li> <li>Собственный центр профессионального развития, в котором проводятся комплексные программы обучения hard skills</li> </ul> <p><strong>В «Газпром нефть» ты можешь:</strong></p> <ul> <li>Получить уникальный профессиональный опыт</li> <li>Создавать смелые проекты с нуля и наблюдать за их влиянием на целую отрасль</li> <li>Быть вместе с теми, кого вдохновляют сверхсложные задачи</li> <li>Сочетать несколько ролей, быть частью нескольких команд или участвовать в кросс-функциональных командах</li> <li>Использовать возможности компании-лидера для своей самореализации и убедиться, что любой профессиональный опыт важен</li> <li>Быть среди тех, кто создает первую в России цифровую платформу для управления промышленной компанией нового поколения</li> </ul>",Газпром нефть
0,55345807,Руководитель направления по гидродинамическому моделированию,"<p>Вакансия открыта в г. Тюмень, возможна компенсация аренды жилья.</p> <p><strong>Обязанности:</strong></p> <ul> <li>Построение, актуализация секторных гидродинамических моделей с целью локализации ОИЗ под новое и уплотняющее бурение, ЗБС. Формирование программы бурения, ЗБС, выдача рекомендаций по оптимальной схеме разбуривания, конструкции скважин и методов интенсификации;</li> <li>Использование инженерно-аналитических методик и подходов анализа разработки месторождения в том числе мат. баланс, кривые падения добычи, узловой анализ, анализ динамики обводнения для оценки адекватности и корректировки ГДМ;</li> <li>Расчет оптимальной системы разработки месторождения: схема разбуривания, использование системы ППД, оптимальные режимы работы добывающих и нагнетательных скважин с целью увеличения КИН и повышения экономической эффективности проекта;</li> <li>Учет в гидродинамической модели ГТМ (ОПЗ, ГРП, ВПП, КРС, ГРП, ОРЗ, РИР и т.д.);</li> <li>Учет в гидродинамической модели различных видов заканчивания скважин (МГРП, устройства контроля притока, МЗС и высокотехнологичные МЗС, FishBone, гравийные фильтры);</li> <li>Поиск и анализ данных аналогичных месторождения для учета в гидродинамической модели.</li> </ul> <strong>Требования:</strong> <ul> <li>Высшее профильное образование;</li> <li>Опыт работы по специальности от 3 лет;</li> <li>Навыки планирования и организации работ по гидродинамическому моделированию;</li> <li>Опыт работы с ПО T-navigator, Eclipse;</li> <li>Опыт моделирования нефтяных оторочек, учет процессов конусообразования;</li> <li>Умение структурировать информацию и работать с большими объёмами данных;</li> <li>Владение ПК на уровне продвинутого пользователя – MS Office (Word, Excel, Power Point, Outlook и др.).</li> </ul> <strong>Условия:</strong> <ul> <li>Работа в добывающем дочернем обществе ПАО &quot;Газпром нефть&quot;;</li> <li>Бессрочный трудовой договор;</li> <li>Полный социальный пакет;</li> <li>Возможность предоставления релокационного пакета.</li> </ul>",Газпром нефть
0,54991340,Инженер-проектировщик (строитель),"<p><strong>ООО «Автоматика-сервис»</strong>- инженерно-сервисная компания, специализирующаяся на проектировании, внедрении и комплексном обслуживании систем промышленной автоматизации всех уровней.<br /><strong>100% дочернее предприятие ПАО «Газпром нефть».</strong></p> <p><strong>Обязанности:</strong></p> <ul> <li>Определение стоимости проектных работ в строительной части (анализ задания, формирование плановых объемов проектирования, описание объемов для расчета смет ПИР);</li> <li>Планирование реализации проектных работ;</li> <li>Управление и контроль за работами субподрядных организаций, выполняющих инженерные изыскания;</li> <li>Сбор исходных данных для проектирования в строительной части;</li> <li>Разработка строительных марок проекта (конструкции железобетонные и металлические, архитектурно-строительные решения), расчеты по предельным состояниям первой и второй групп, теплотехнические расчеты;</li> <li>Подготовка заданий на проектирование смежных частей проекта, согласование проектных решений в строительной части с решениями по смежным частям проекта;</li> <li>Сопровождение закупок оборудования по проекту, рассмотрение технических предложений поставщиков, сопровождение экспертиз и согласований проектной продукции</li> </ul> <strong>Требования:</strong> <ul> <li>Высшее образование;</li> <li> <p>Знание общих принципов и методов проектирования (промышленное строительство, инженерные изыскания);</p> </li> <li> <p>Навыки использования специального программного обеспечения - nanoCAD, SCAD, Base;</p> </li> <li> <p>Знание методических, нормативно-технических материалов по проектированию;</p> </li> <li>Знание ПК на уровне опытного пользователя;</li> <li>Грамотная устная и письменная речь, хорошие коммуникативные навыки</li> </ul> <strong>Условия:</strong> <ul> <li>Работа в одной из ведущих компаний на рынке добычи, переработки и сбыта нефтепродуктов;</li> <li>Официальное трудоустройство с первого дня, &quot;белая&quot; заработная плата;</li> <li>График работы: пн. - пт. с 09:00 до 18:00;</li> <li>Корпоративное обучение за счет компании;</li> <li>Добровольное медицинское страхование (ДМС) с первого месяца работы;</li> <li>Страхование от несчастных случаев;</li> <li>Годовая премия по результатам деятельности, дополнительная материальная мотивация, дотация на питание;</li> <li>Коллективный договор и социальные программы: дополнительные выплаты, детские подарки к НГ, путевки для детей на отдых и оздоровление, посещение спортзала, бассейна;</li> <li>Окончательные условия по заработной плате будут установлены по результатам собеседования</li> </ul>",Газпром нефть
0,66113971,Специалист по ГО ЧС и пожарной безопасности (г. Мегион),"<strong>Обязанности:</strong> <ul> <li>Разработка ЛНД в области пожарной безопасности и ГО и ЧС;</li> <li>контрольные и периодические проверки производственных площадок;</li> <li>участие в аудитах производственных площадок</li> <li>Проведение учебно-тренировочных занятий</li> </ul> <strong>Требования:</strong> <ul> <li>высшее образование по направлению деятельности</li> <li>опыт работы в аналогичной должности</li> <li>Знание нормативной документации РФ в области пожарной безопасности ГО и ЧС</li> <li>готовность к командировкам</li> </ul> <strong>Условия:</strong> <ul> <li>рабочее место в г. Мегион</li> <li>Работа в стабильной, динамично развивающейся компании</li> <li>Перспектива профессионального роста</li> <li>Расширенный социальный пакет</li> <li>Уровень оплаты труда обсуждается по итогам собеседования</li> <li>Постоянная позиция в штате компании</li> </ul>",Газпром нефть
