,id,name,description,employer.name
0,66125999,Начальник планово-экономического отдела,"<strong>Обязанности:</strong> <ul> <li>Планирование (БДР, БДДС) и контроль исполнения;</li> <li>Экономический анализ и оценка результатов производственно-хозяйственной деятельности;</li> <li>Формирование управленческой, корпоративной, статистической отчетности;</li> <li>Контроль расходов и лимитов финансовых обязательств.</li> </ul> <strong>Требования:</strong> <ul> <li>Образование: высшее экономическое;</li> <li>Опыт: не менее 5 лет в экономическо-финансовом блоке, не менее 3 лет на руководящей должности;</li> <li>Опыт работы в строительных организациях;</li> <li>1С:Педприятие, УПП.</li> </ul> <strong>Условия:</strong> <ul> <li>Официальное оформление по ТК РФ ;</li> <li>Уровень дохода обсуждается индивидуально (оклад + годовой бонус);</li> <li>Социальный пакет (ДМС, страхование жизни от несчастных случаев);</li> <li>График работы 5/2;</li> <li>Возможность профессионального и карьерного развития.</li> </ul>",Газпром нефть
0,48428526,Data scientist,"<p><strong>Обязанности:</strong></p> <ul> <li>Проведение исследований и создание ML/DL моделей</li> <li>Предварительная обработка и анализ данных</li> <li>Разработка архитектуры решений</li> <li>Генерация и тестирования гипотез в рамках воронки исследований и разработок</li> <li>Экспериментирование со state-of-the-art методами машинного обучения</li> <li>Оценка и интерпретация результатов экспериментов, подготовка выводов для бизнес-заказчика.</li> <li>Участие в реализаций, как клиентской, так и серверной стороны прототипов решений</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Высшее техническое или физико-математическое образование</li> <li>Релевантный опыт от 3 лет</li> <li>Знание классического Machine Learning</li> <li>Хорошее владение DS стэком на Python (Pandas, Numpy, Keras, Pytorch, SciPy, Flask )</li> <li>Знание теории Deep Learning: полносвязные сети, рекуррентные, свёрточные, автоэнкодеры, GAN, трансформеры;</li> <li>Опыт обучения ML-моделей: выбор и обоснование подходящих к задаче и данным модели, функционала ошибки, метрик качества.</li> <li>Знание алгоритмов и структур данных</li> <li>Опыт разработки на Python, опыт работы с различными форматами и хранилищами данных</li> <li>Знание и Опыт в Fullstack разработке (будет преимуществом)</li> </ul> <strong>Условия:</strong> <ul> <li>Официальное оформление</li> <li>График работы 5/2</li> <li>ДМС и социальный пакет</li> <li>Возможность профессионального роста и развития в рамках Компании</li> </ul>",Газпром нефть
0,55204634,Руководитель направления оценки эффективности,"<p>В ПАО &quot;Газпром нефть&quot; открыт конкурс на вакансию Руководитель направления оценки эффективности.</p> <p><strong>Обязанности:</strong></p> <ul> <li>Участие в проектах цифровизации, стратегического развития (цепи поставок, производство, логистика и сбыт);</li> <li>Управление и контроль предоставления подразделениями данных для планирования (объемные и стоимостные), актуализация методик работы с исходными данными;</li> <li>Анализ показателей движения продукции (производство, транспортировка, реализация), разработка предложений по повышению эффективности;</li> <li>Ведение и развитие нормативно-справочной информации интегрированного планирования;</li> <li>Развитие аналитического функционала по оценке эффективности цепей поставок.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Высшее (техническое / экономическое) образование ;</li> <li>Дополнительное образование в области нефтепереработки / математические методы в экономике / математика и анализ данных;</li> <li>Практический опыт анализа данных, использования статистических методов прогнозирования, риск-анализ;</li> <li>Практический опыт работы с нормативно-технической документацией, ведения НСИ;</li> <li>Опыт работы по профилю от 3-х лет;</li> <li>Высокий уровень владения MS Office (Exсel, PowerPoint);</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Официальное трудоустройство, расширенный социальный пакет (ДМС, страхование жизни);</li> <li>Работа в стабильной, динамично развивающейся компании;</li> <li>Профессиональный рост, возможность обучения;</li> <li>Профессиональный коллектив;</li> <li>Уровень заработной платы обсуждается по итогам собеседования.</li> </ul>",Газпром нефть
0,55331627,Оператор-кассир АЗС (д. Александровка),"<p><strong>Сеть автозаправочных станций – одно из ключевых направлений работы «Газпромнефть». Сегодня наша компания является лидером российского рынка. </strong></p> <p><strong>Мы приглашаем присоединиться к команде Оператора-кассира автозаправочной станции. </strong></p> <p><strong>Наши Операторы ежедневно помогают автомобилистам: консультируют по предоставляемым услугам, угощают их ароматной выпечкой и свежим кофе, заряжают хорошим настроением в дорогу. Если ты ответственный, готов много работать и зарабатывать, любишь общаться и помогать людям, присоединяйся к нам! </strong></p> <p><strong>Мы предлагаем:</strong></p> <ul> <li>официальное трудоустройство;</li> <li>стабильную зарплату 2 раза в месяц и возможность влиять на свой уровень дохода;</li> <li>ежемесячные и годовые премии по результатам работы;</li> <li>возможность работать рядом с домом;</li> <li>сменный график работы (дневные и ночные смены);</li> <li>расширенный соцпакет (ДМС со стоматологией и страхование от несчастных случаев);</li> <li>ежегодный медосмотр за счет компании;</li> <li>карьерный рост (мы всегда поддерживаем сотрудников, желающих развиваться);</li> </ul> <p><strong>А также:</strong></p> <ul> <li>поддержка в сложных жизненных ситуациях: материальная помощь многодетным семьям, одиноким матерям и отцам, помощь семьям с детьми-инвалидами;</li> <li>скидки на приобретение абонемента в фитнес-центры;</li> <li>компенсация путевок в детские оздоровительные лагеря;</li> <li>поздравления и подарки детям сотрудников на Новый год;</li> <li>дополнительное премирование за победы в мотивационных конкурсах;</li> <li>бесплатное дистанционное обучение профессии за счет компании;</li> <li>скидки сотрудникам для вкусного обеда на кофе, выпечку, хот-доги и другое.</li> </ul> <p><strong>Что вам нужно будет делать:</strong></p> <ul> <li>работать с клиентами;</li> <li>готовить продукцию кафе (выпечка, хот-доги) – только на крупных АЗС;</li> <li>выкладывать товар на полки и следить за сроками годности продукции;</li> <li>вести учет нефтепродуктов и товаров на АЗС;</li> <li>поддерживать чистоту на АЗС.</li> </ul> <p><strong>От вас мы ждем:</strong></p> <ul> <li>образование от среднего и выше;</li> <li>опыт работы за кассой будет являться преимуществом;</li> <li>знание ПК, Word, Excel;</li> <li>готовность к работе на ногах;</li> <li>готовность к работе в режиме многозадачности.</li> </ul>",Газпром нефть
0,51366420,"Главный специалист (Отопление, вентиляция, кондиционирование и теплоснабжение)","<strong>Обязанности:</strong> <ul> <li>Осуществление контроля проектных решений в рамках реализации проекта.</li> <li>Знание состава проектной документации и рабочей документации профильных разделов.</li> <li>Знания в части систем аспирации, отопления и кондиционирования, теплоснабжения промышленных предприятий.</li> </ul> <strong>Требования:</strong> <ul> <li>Высшее профильное образование.</li> <li>Опыт проектирования систем теплоснабжения, вентиляции и кондиционирования промышленных объектов.</li> </ul> <strong>Условия:</strong> <ul> <li>Заключается срочный трудовой договор до середины 2023 г. с возможностью дальнейшего продления контракта до 2026 г.</li> <li>Работа на площадке завода Омского НПЗ (проектный офис ДКП по строительству Завода по производству графитированных электродов).</li> <li>Работа в стабильной, динамично развивающейся компании.</li> <li>Расширенный социальный пакет (ДМС, страхование жизни, единовременные выплаты к отпуску).</li> </ul>",Газпром нефть
0,55261992,Ведущий специалист по работе с персоналом,"<p><strong>В одном из дочерних предприятий ПАО Газпром нефть открыта вакансия Ведущий специалист по работе с персоналом.</strong></p> <p><strong>Координация и организация процесса подбора, внутренних перемещений, организация наградной кампании, работа по подготовке дисциплинарных взысканий.</strong></p> <p><strong>Обязанности:</strong></p> <ul> <li>Организация и контроль процесса подбора в Дочернее общество со стороны заказчика.</li> <li>Организация внутренних перемещений (переводы временные, постоянные, в т.ч. в связи с медицинским заключением).</li> <li>Организация и подготовка наградной кампании в Дочернем обществе (подготовка документов к награждению: ведомственные, корпоративные награды, региональные награды, награды ДО).</li> <li>Подготовка приказов о дисциплинарных взысканиях .</li> <li>Акутализация и адаптация ЛНА по вопросам кадрового делопроизводства.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Высшее образование (экономическое, управление персоналом, экономика труда).</li> <li>Опыт работы от 2 лет (опыт кадрового делопроизводства является преимуществом).</li> <li>Знание ТК РФ.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li><strong>Декретная ставка на время отсутствия основного сотрудника.</strong></li> <li> <p>ДМС, страхование жизни.</p> </li> <li> <p>Участие в проектах по повышению эффективности бизнеса.</p> </li> <li> <p>Уровень заработной платы обсуждается по итогам собеседования.</p> </li> </ul>",Газпром нефть
0,55580410,Ведущий технолог,"<p>Компания &quot;Газпром нефть&quot; приглашает в свою команду Ведущего технолога на вахтовый метод работы.</p> <p><strong>Обязанности:</strong></p> <ul> <li> <p>Обеспечение технологического режима работы скважин;</p> </li> <li>Обеспечение выполнения работ по техническому обслуживанию и ремонту (далее - ТОиР), диагностическому обследованию (далее - ДО) оборудования по добыче углеводородного сырья;</li> <li>Подготовка предложений по повышению эффективности процесса добычи и работы оборудования по добыче углеводородного сырья.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li> <p>Знание и руководство федеральными законами и иными нормативными правовыми актами, регламентирующими деятельность Общества по добыче, подготовке и сдаче углеводородного сырья, охране недр и окружающей среде, охране труда, промышленной и пожарной безопасности;</p> </li> <li> <p>Знания и основы технологии производства продукции предприятия;</p> </li> <li> <p>Руководство техникой и технологией производства ведения работ по добыче нефти и газа;</p> </li> <li> <p>Руководство методами обработки информации с использованием современных средств, коммуникаций и связи, вычислительной техники;</p> </li> <li> <p>Руководство правилами и нормами охраны труда, промышленной и пожарной безопасности и охраны окружающей среды;</p> </li> <li>Высшее образование;</li> <li>Опыт работы по направлению от 2 лет.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Работа в дочернем обществе компании ПАО «Газпром нефть»;</li> <li>Вахтовый метод работы;</li> <li>Компенсация проезда, питания;</li> <li>Полный социальный пакет, ДМС.</li> </ul>",Газпром нефть
0,54476006,"Практикант (Логистика, Консалтинг, Проектное управление)","<strong>Обязанности:</strong> <ul> <li>Сбор, анализ и структуризация данных клиента в области логистики</li> <li>Анализ текущих бизнес процессов и формирование целевых</li> <li>Проверка логистических гипотез</li> <li>Подготовка презентаций и отчетов.</li> </ul> <strong>Требования:</strong> <ul> <li>Обучение на факультетах экономики/логистики/информатики</li> <li>Уверенное владение MS Office</li> <li>Аналитическое мышление</li> <li>Желание получить навыки и опыт в складской и транспортной логистике.</li> </ul> <strong>Условия:</strong> <ul> <li>Мы предлагаем возможность пройти Практику в молодом, креативном коллективе, который научит работать с данными и анализировать бизнес-процессы, даст наглядное понимание складской и транспортной логистики, познакомит с имитационным моделированием и погрузит в детали бизнес консалтинга для ведущих ресурсных компаний</li> <li>Загрузка: 20-30 часов в неделю (график обсуждается с Руководителем).</li> </ul>",Газпром нефть
0,55863003,Главный аналитик (г. Тюмень),"<p>Вакансия открыта в дочернем обществе ПАО &quot;Газпром нефть&quot;.</p> <p><strong>Обязанности:</strong></p> <ul> <li>Осуществлять подготовку регулярной отчетности по процессам управления качеством закупок в форматах Excel, Power Point и на базе QlikSense;</li> <li>Анализировать причины отклонений от целевых показателей по качеству поставки материалов и оборудования;</li> <li>Анализировать процессы по техническим аудитам, инспекционному контролю, входному с целью выявления возможностей для улучшения процессов;</li> <li>Организовывать, и проводить оценку эффективности деятельности Поставщиков МТР по качеству поставок;</li> <li>Осуществлять мониторинг выполнения поставщиками МТР и подрядными организациями планов корректирующих мероприятий;</li> <li>Участвовать в разработке новых форм отчетности по процессам управления качеством закупок.</li> </ul> <p><strong>Требования:</strong></p> <p><strong>Обязательно:</strong></p> <ul> <li>Опыт анализа больших массивов данных и анализа корневых причин отклонений;</li> <li>Опыт работы (не менее 1 года) на предприятиях ТЭК и сервисных предприятиях ТЭК, в консалтинге для ТЭК;</li> <li>Опыт подготовки презентаций для руководства</li> <li>Продвинутые знания Excel.</li> <li><strong>Будет преимуществом:</strong></li> <li>Опыт работы с BI системами;</li> <li>Базовые навыки VBA;</li> <li>Опыт проведения анализа причин возникновения брака на производстве;</li> <li>Опыт проведения анализа причин и последствий отказов оборудования;</li> <li>Опыт работы в SAP ERP;</li> <li>Знание основных принципов диагностики нефтепромыслового оборудования;</li> <li>Знания основ теории надежности;</li> <li>Знание основ статистического анализа.</li> </ul> <strong>Условия:</strong> <ul> <li>Официальное трудоустройство</li> <li>Работа в стабильной, динамично развивающейся компании</li> <li>Перспектива профессионального роста</li> <li>Социальный пакет (ДМС и т.д.).</li> </ul>",Газпром нефть
0,48704744,Водитель автомобиля,"<p><strong>Обязанности:</strong></p> <ul> <li> <p>Осуществление ремонта (обслуживание) ТЗ и принимает участие в ремонте другого имущества Общества в случае необходимости.-</p> </li> <li> <p> прием, хранение и выдачу нефтепродуктов, согласно утвержденных в обществе технологических операций</p> </li> </ul> <p><strong>Требования:</strong></p> <ul> <li> <p>Среднее профессиональное образование</p> </li> <li> <p>Водительское удостоверение категорий &quot;ВС&quot; - обязательно; Категория «Е» - является дополнительным преимуществом</p> </li> <li> <p> Удостоверение тракториста-машиниста с разрешительной записью о праве управления самоходными машинами категории &quot;A III&quot;; или готовность к обучению и получению категории А3</p> </li> <li> <p> Работа на персональном компьютере - базовый уровень.<br /></p> </li> </ul> <strong>Условия:</strong> <ul> <li> Работа в стабильной, динамично развивающейся компании</li> <li> Перспектива профессионального роста</li> <li> Расширенный социальный пакет (ДМС, страхование жизни, Реабилитационно-восстановительное лечение)</li> <li> Бонус по результатам деятельности</li> <li> Уровень оплаты труда обсуждается по итогам собеседования</li> <li>НЕ ВАХТА! Работа на территории аэропорта</li> <li>Сменный график работы<br /></li> </ul>",Газпром нефть
