,id,name,description,employer.name
0,54507230,"Старший менеджер по обслуживанию (Порховский р-н, село Павы)","<p>Сбер — это более 60 компаний экосистемы, 14 тысяч подразделений, а масштабы компании и система поддержки сотрудников открывают возможности для карьеры в любом направлении.</p> <p>Мы ищем старших менеджеров по обслуживанию клиентов Сбера. Это специалисты, которые проводят операции клиентов отделения банка.</p> <p><strong>Эта работа подойдет тебе если ты:</strong></p> <ul> <li>хочешь стать экспертом в банковской сфере</li> <li>доброжелателен и готов помогать клиентам</li> <li>специалист со средним профессиональным, неполным высшим или высшим образованием</li> <li>владеешь программами Microsoft Office, Outlook</li> <li>готов к работе, предполагающей ежедневное проведение однотипных операций.</li> </ul> <p> </p> <p><strong>Тебе предстоит:</strong></p> <ul> <li>осуществлять операции по обслуживанию клиентов</li> <li>проводить кассовые операции: прием, выдача, обмен денег</li> <li>предлагать продукты и сервисы Сбера</li> <li>консультировать клиентов по возникающим вопросам.</li> </ul> <p> </p> <p><strong>Работа в Сбере – это:</strong></p> <ul> <li>стабильный оклад и социальная поддержка сотрудников</li> <li>официальное оформление с первого дня</li> <li><strong>адрес офиса: Псковская область, Порховский р-н, село Павы, бульвар им.Кирова,9</strong></li> <li><strong>частичная занятость (1 или 2 раза в неделю)</strong></li> <li><strong>возможность работать как внешний совместитель</strong></li> <li>ДМС с первого дня и льготное страхование для близких</li> <li>корпоративное обучение за счет компании</li> <li>бесплатная подписка СберПрайм+, скидки на продукты компаний-партнеров: Okko, Сбер Маркет, Delivery Club, Самокат, Сбер Еаптека и других</li> <li>корпоративная пенсионная программа</li> <li>ипотека выгоднее на 4% для каждого сотрудника.</li> </ul> <p> </p> <p>Присоединяйся к команде старших менеджеров по обслуживанию Сбера!</p>",Сбербанк
0,55406064,Менеджер по работе с ключевыми клиентами,"<p><strong>Менеджер по работе с ключевыми клиентами малого бизнеса </strong></p> <p> </p> <p>Сбер — лучший работодатель России. У нас более 60 компаний экосистемы и 14 тысяч подразделений по всей стране.</p> <p> </p> <p>Присоединяйся к команде малого бизнеса Сбера! На позиции «Менеджера по работе с ключевыми клиентами» ты будешь общаться с предпринимателями и руководителями компаний малого бизнеса и предлагать лучшие решения от Сбера.</p> <p>Эта вакансия для энергичных и общительных людей, готовых вникать в тонкости бизнеса наших клиентов. Мы поможем тебе освоить специальность, сформируем для тебя базу клиентов, предоставим возможности карьерного роста.</p> <p> </p> <p><strong>Тебе предстоит:</strong></p> <ul> <li>развивать бизнес клиентов из закрепленной базы, предлагая продукты и услуги Сбера</li> <li>проводить переговоры с клиентами на территории компаний-партнеров</li> <li>привлекать новых клиентов на обслуживание в Сбер</li> <li>проводить переговоры с предпринимателями и руководителями компаний</li> <li>выстраивать долгосрочное сотрудничество с клиентами.</li> </ul> <p> </p> <p> </p> <p><strong>Мы ждем от тебя:</strong></p> <ul> <li>высшее или неполное высшее образование</li> <li>опыт в сфере продаж корпоративным клиентам</li> <li>понимание основ ведения бизнеса</li> <li>умение выстраивать отношения с людьми</li> <li>готовность к разъездной работе.</li> </ul> <p> </p> <p> </p> <p> </p> <p>Присоединяйся к команде малого бизнеса Сбера!</p> <p> </p> <p><strong>Приглашаем кандидатов с опытом работы на позициях</strong>:</p> <p>менеджер по работе с ключевыми клиентами, менеджер по привлечению корпоративных клиентов, менеджер по кредитованию бизнеса, финансовый менеджер, менеджер по работе с юридическими лицами, клиентский менеджер прямых продаж, кредитование малого и среднего бизнеса, менеджер по обслуживанию юридических лиц, менеджер по привлечению клиентов и партнёров, менеджер по привлечению юридических лиц, менеджер по продажам, менеджер по продаже услуг бизнесу, персональный менеджер, финансовый эксперт, менеджер по лизингу.</p> <p> </p> <p><strong>Опыт работы в компаниях:</strong></p> <p>ВТБ, Альфа Банк, Тинькофф, Промсвязьбанк, Открытие, Юникредит Банк, Газпромбанк, Россельхозбанк, Райффайзен банк, Ситибанк, Совкомбанк</p> <p><strong>будет преимуществом.</strong></p> <p> </p>",Сбербанк
0,55439295,JavaScript разработчик,"<p>Наша команда занимается созданием и развитием веб-приложения на React JS, позволяющего управлять офисным пространством посредством интерактивных 2d планов. С помощью нашего приложения сотрудники могут бронировать переговорные комнаты, бронировать рабочие места в коворкинге, оформлять заявки на переезд, получать информацию о различных социальных объектах (спортзалы, столовые, сервис-поинты и т.д.).</p> <p><strong>Обязанности</strong></p> <ul> <li>Разработка сложных интерактивных интерфейсов на React</li> <li>Поиск наилучших решений совместно с дизайнерами и аналитиками</li> <li>Оценка трудоёмкости задач, участие в планировании</li> <li>Написание unit-тестов</li> <li>Менторство (развитие tech skills) стажёров</li> </ul> <p><strong>Требования</strong></p> <ul> <li>Опыт разработки на React</li> <li>Уверенные знания html/css/js</li> <li>Работа с библиотеками для управления состоянием MobX (используется на проекте) или Redux.</li> <li>Работа с библиотекой компонентов, основанной на MaterialUI.</li> <li>Понимание принципов работы с REST API.</li> <li>Понимание принципов работы SVG.</li> </ul> <p><strong>Условия</strong></p> <ul> <li>Пятидневная рабочая неделя</li> <li>Официальное трудоустройство согласно ТК РФ</li> <li>Белая заработная плата (оклад + годовая премия)</li> <li>Страхование (от несчастных случаев, ДМС)</li> <li>Оздоровительные программы для детей сотрудников</li> <li>Возможность обучения за счет компании</li> <li>Выплаты материальной помощи в особых/чрезвычайных случаях</li> <li>Дисконт-программы от компаний партнеров (фитнес, страхование, туризм)</li> </ul>",Сбербанк
0,55866819,Ведущий специалист Отдела охраны,"<p><strong>Обязанности</strong></p> <ul> <li>организация работы сотрудников отдела по направлению проведения учений, отработки внештатных ситуаций, схемы информирования по инцидентам безопасности;</li> <li>мониторинг, контроль, повышение качества работы по охране объектов Банка сотрудниками частных охранных предприятий;</li> <li>контроль несения службы сотрудниками охраны на постах;</li> <li>организация обучений по направлениям деятельности сотрудников;</li> <li>работа по формированию отчетности в автоматизированных системах.</li> </ul> <p><strong>Требования</strong></p> <ul> <li>высшее образование;</li> <li>опыт работы в силовых структурах (МВД, ФСБ);</li> <li>способность решать различные вопросы во взаимодействии с представителями органов администраций, силовыми структурами, ЧОП, МЧС;</li> <li>личные качества: дисциплинированность, коммуникабельность, умение работать в режиме многозадачности.</li> </ul> <p><strong>Условия</strong></p> <ul> <li>работа в крупнейшем банке России;</li> <li>трудоустройство согласно ТК РФ;</li> <li>регулярное корпоративное обучение;</li> <li>ДМС, страхование от несчастных случаев и тяжелых заболеваний;</li> <li>материальная помощь и социальная поддержка, корпоративная пенсионная программа;</li> <li>льготные условия кредитования;</li> <li>яркая и насыщенная корпоративная жизнь.</li> </ul>",Сбербанк
0,55457263,Старший клиентский менеджер,"<p>Сбер — лучший работодатель России. У нас более 60 компаний экосистемы и 14 тысяч подразделений по всей стране.</p> <p>Мы ищем старшего менеджера по сопровождению клиентов. Его главная задача – помогать клиентам с оформлением продуктов и услуг Сбера и экосистемы, а также консультировать по возникающим вопросам. Эта вакансия для тех, кто хочет развивать навыки эффективных продаж и стоить карьеру в банковской сфере.</p> <p><strong>Эта работа подойдет тебе если ты:</strong></p> <ul> <li>специалист со средним профессиональным, неполным высшим или высшим образованием</li> <li>имеешь опыт работы в сфере продаж, обслуживания и консультирования клиентов от 6 месяцев</li> <li>доброжелателен и готов помогать клиентам.</li> </ul> <p> </p> <p><strong>Тебе предстоит:</strong></p> <p> </p> <ul> <li>предлагать продукты и услуги Сбера</li> <li>консультировать клиентов по возникающим вопросам</li> <li>помогать клиентам оформлять услуги и необходимые для них документы</li> <li>совершать транзакционные операции в рамках оформления продаж и постпродажного сопровождения клиентов</li> <li>вести базы клиентов.</li> </ul> <p> </p> <p><strong>Работа в Сбере – это: </strong></p> <ul> <li>стабильный оклад и социальная поддержка сотрудников</li> <li>официальное оформление с первого дня</li> <li>расширенный ДМС с первого дня и льготное страхование для близких</li> <li>корпоративное обучение за счет компании</li> <li>бесплатная подписка СберПрайм+, скидки на продукты компаний-партнеров: Okko, Сбер Маркет, Delivery Club, Самокат, Сбер Еаптека и других</li> <li>корпоративная пенсионная программа</li> <li>ипотека выгоднее на 4% для каждого сотрудника.</li> </ul> <p> </p> <p>Присоединяйся к команде старших клиентских менеджеров Сбера!</p>",Сбербанк
0,55887957,Клиентский менеджер прямых продаж,"<p>Сбер — лучший работодатель России. У нас более 60 компаний экосистемы и 14 тысяч подразделений по всей стране.</p> <p>Мы ищем менеджера по продвижению продуктов Сбера. Это специалист, который помогает с оформлением продуктов и услуг Сбера через планшет и терминалы самообслуживания. Если тебе интересно развиваться в сфере продаж, присоединяйся к команде клиентских менеджеров Сбера.</p> <p><strong>Тебе предстоит:</strong></p> <ul> <li>консультировать клиентов по продуктам Сбера и экосистемы</li> <li>предлагать продукты Сбера</li> <li>помогать с их оформлением.</li> </ul> <p><strong>Работа в Сбере – это: </strong></p> <ul> <li>стабильный оклад и социальная поддержка сотрудников</li> <li>официальное оформление с первого дня</li> <li>ДМС с первого дня и льготное страхование для близких</li> <li>регулярное обучение за счет компании и возможность карьерного роста</li> <li>бесплатная подписка СберПрайм+, скидки на продукты компаний-партнеров: Okko, Сбер Маркет, Delivery Club, Самокат, Сбер Еаптека и других</li> <li>корпоративная пенсионная программа</li> <li>ипотека выгоднее на 4% для каждого сотрудника.</li> </ul> <p> </p> <p> </p> <p>Присоединяйся к команде клиентских менеджеров Сбера!</p> <p> </p>",Сбербанк
0,66140713,Клиентский менеджер,"<p>Сбер — лучший работодатель России. У нас более 60 компаний экосистемы и 14 тысяч подразделений по всей стране.</p> <p>Мы ищем менеджера по продвижению продуктов Сбера. Это специалист, который помогает с оформлением продуктов и услуг Сбера через планшет и терминалы самообслуживания. Если тебе интересно развиваться в сфере продаж, присоединяйся к команде клиентских менеджеров Сбера.</p> <p><strong>Тебе предстоит:</strong></p> <ul> <li>консультировать клиентов по продуктам Сбера и экосистемы</li> <li>предлагать продукты Сбера</li> <li>помогать с их оформлением.</li> </ul> <p><strong>Работа в Сбере – это: </strong></p> <ul> <li>стабильный оклад и социальная поддержка сотрудников</li> <li>официальное оформление с первого дня</li> <li>ДМС с первого дня и льготное страхование для близких</li> <li>регулярное обучение за счет компании и возможность карьерного роста</li> <li>бесплатная подписка СберПрайм+, скидки на продукты компаний-партнеров: Okko, Сбер Маркет, Delivery Club, Самокат, Сбер Еаптека и других</li> <li>корпоративная пенсионная программа</li> <li>ипотека выгоднее на 4% для каждого сотрудника.</li> </ul> <p> </p> <p> </p> <p>Присоединяйся к команде клиентских менеджеров Сбера!</p>",Сбербанк
0,55903189,Junior QA Automation engineer (СберМобайл),"<p><strong>Обязанности:</strong></p> <ul> <li>Анализ постановки задач на возможность покрытия тест-кейсами;</li> <li>Составление чек-листа;</li> <li>Написание тест-кейсов;</li> <li>Актуализация тестовых регрессионных сценариев;</li> <li>Проведение тестирования (СТ, ИФТ, SMOKE, регресс релизов АС);</li> <li>Фиксация багов, проверка их исправления;</li> <li>Участие во внутренних мероприятиях.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Опыт тестирования больших систем;</li> <li>Опыт автоматизации тестирования (API, web);</li> <li>Опыт интеграционного тестирования систем;</li> <li>Желателен опыт UI и API тестирования;</li> <li>Опыт работы с Git;</li> <li>Понимание CI/CD;</li> </ul> <ul> <li>Понимание процессов разработки ПО;</li> <li>Уверенные знания Java, ООП;</li> <li>Знание принципов работы REST/SOAP web services;</li> <li>Понимание работы веба;</li> <li>Желание изучать новые технологии;</li> <li>Понимание теории тестирования;</li> <li>Опыт в сфере тестирования и автоматизации не менее 5-ти месяцев;</li> <li>Опыт работы с багтрекинговыми системами и системами управления тестированием (HP ALM, Atlassian Jira или аналогичными)</li> </ul> <p>Плюсом будет, если вы:</p> <ul> <li>Знаете или представляете, бизнес-процессы в сфере e-commerce, b2b, b2c;</li> <li>Имели опыт работы по Agile</li> <li>Имели опыт работы с фронт-офисными, бэк-офисными системами и кросс-браузерным тестированием и автоматизацией;</li> <li>Знаете, что это за слова и сможете объяснить: Jenkins, SQL, Postman, Swagger, GUI, API, TestPlan, TestCase, Defect, XML, Json, GET, Jira, User Story, Agile, Java, Git, CI/CD</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>Официальное трудоустройство согласно ТК РФ;</li> <li>Белая заработная плата (оклад + годовая премия);</li> <li>Страхование (от несчастных случаев, ДМС);</li> <li>Оздоровительные программы для детей сотрудников;</li> <li>Возможность обучения за счет компании;</li> <li>Выплаты материальной помощи в особых/чрезвычайных случаях;</li> <li>Дисконт-программы от компаний партнеров (фитнес, страхование, туризм);</li> <li>Льготное кредитование;</li> <li>Корпоративные цены на абонементы в крупные фитнес-сети;</li> <li>Комфортный офис и график работы 5/2 (м. Кутузовская)</li> </ul>",Сбербанк
0,55117880,Менеджер по работе с ключевыми клиентами малого бизнеса,"<p>Сбер — лучший работодатель России. У нас более 60 компаний экосистемы и 14 тысяч подразделений по всей стране.</p> <p>Присоединяйся к команде малого бизнеса Сбера! На позиции «Менеджера по работе с ключевыми клиентами» ты будешь общаться с предпринимателями и руководителями компаний малого бизнеса и предлагать лучшие решения от Сбера.</p> <p>Эта вакансия для энергичных и общительных людей, готовых вникать в тонкости бизнеса наших клиентов. Мы поможем тебе освоить специальность, сформируем для тебя базу клиентов, предоставим возможности карьерного роста.</p> <p><strong>Тебе предстоит:</strong></p> <ul> <li>развивать бизнес клиентов из закрепленной базы, предлагая продукты и услуги Сбера</li> <li>проводить переговоры с клиентами на территории компаний-партнеров</li> <li>привлекать новых клиентов на обслуживание в Сбер</li> <li>проводить переговоры с предпринимателями и руководителями компаний</li> <li>выстраивать долгосрочное сотрудничество с клиентами.</li> </ul> <p><strong>Мы ждем от тебя:</strong></p> <ul> <li>высшее или неполное высшее образование</li> <li>опыт в сфере продаж корпоративным клиентам</li> <li>понимание основ ведения бизнеса</li> <li>умение выстраивать отношения с людьми</li> <li>готовность к разъездной работе.</li> </ul> <p> </p> <p>Присоединяйся к команде малого бизнеса Сбера!</p> <p><strong>Приглашаем кандидатов с опытом работы на позициях</strong>: менеджер по работе с ключевыми клиентами, менеджер по привлечению корпоративных клиентов, менеджер по кредитованию бизнеса, финансовый менеджер, менеджер по работе с юридическими лицами, клиентский менеджер прямых продаж, кредитование малого и среднего бизнеса, менеджер по обслуживанию юридических лиц, менеджер по привлечению клиентов и партнёров, менеджер по привлечению юридических лиц, менеджер по продажам, менеджер по продаже услуг бизнесу, персональный менеджер, финансовый эксперт, менеджер по лизингу.</p> <p><strong>Опыт работы в компаниях:</strong> ВТБ, Альфа Банк, Тинькофф, Промсвязьбанк, Открытие, Юникредит Банк, Газпромбанк, Россельхозбанк, Райффайзен банк, Ситибанк, Совкомбанк <strong>будет преимуществом.</strong></p> <p> </p>",Сбербанк
0,66138310,Водитель-инкассатор,"<p>Водители-инкассаторы— это настоящие профессионалы, которые обеспечивают перевозку и сохранность банковских ценностей. В Сбербанке тебя ждет дружный коллектив, современные бронированные автомобили и технологии работы, забота о здоровье и безопасности, а также постоянное профессиональное развитие.</p> <p>* перевозить денежные средства, а также другие ценности</p> <p>* оказывать инкассаторские услуги клиентам банка</p> <p>* обеспечивать сохранность перевозимых ценностей, автотранспорта.</p> <p>* готовность работать на маршруте вдвоем или по одному</p> <p>* образование не ниже среднего</p> <p>* подтвержденный стаж работы водителем не менее года</p> <p>* права категории B</p> <p>* хорошую физическую подготовку</p> <p>* умение обращаться с оружием или готовность обучаться и сдавать соответствующие нормативы.</p> <p>* усиленные меры безопасности: современный бронированный автомобиль, бронежилет, спец контейнеры</p> <p>* ипотеку выгоднее на 4% для каждого сотрудника</p> <p>* гибкий режим работы с суммированным учетом рабочего времени, например, по 12 часов через день, с предоставлением 2-х спаренных выходных дней</p> <p>* бесплатную подписку СберПрайм+, скидки на продукты компаний-партнеров: Okko, Сбер Маркет, Delivery Club, Самокат, Ситимобил, Сбер Еаптека и другие</p> <p>* материальную поддержку в особых жизненных случаях сотрудника и членов его семьи</p> <p>* ДМС с первого дня для сотрудников и льготное кредитование для близких</p> <p>* корпоративную пенсионную программу</p> <p>* обучение за счет Сбера</p> <p>* насыщенную корпоративную жизнь с разнообразными мероприятиями для вас и вашей семьи</p> <p>* возможность участвовать в конкурсах профессионального мастерства с достойным признанием лучших сотрудников.</p>",Сбербанк
